wallet,type,rarity,score,final_ranking,token_earned
0x0242e366052a3986225bb0b4fe7cfd50ffd13a5e,#3E,Epic,73920,304,14221
0xa2d06b504ee121695b4f4436b93da99833ca0970,#7E,Epic,73644,305,14221
0x3052a7589e821fdc9cc38e4f51f37f9897c807f8,#14E,Epic,72948,306,14221
0x726d05150784ecdfa9ab805e6acb22f8f566df36,#6E,Epic,72072,307,14221
0x588e847a53cd52634166a2c324735accaeb79dee,#15E,Epic,71700,308,14221
0x1e59d82e3e36a2242d68e75de8282b5b7d693fdb,#15E,Epic,71424,309,14221
0x839ca86ee91f72aba9a7bf667b6208a9fb66c454,#2E,Epic,70980,310,14221
0x1dd97468b26c51edbe2177b2e4c8f95188270e87,#2E,Epic,70668,311,14221
0x4fae0c43ce3818f0d74d1d3fb8d07ffb3100ccff,#13E,Epic,70200,312,14221
0x6be50750f531eefbf314a71d97f58aa25bae49ae,#9E,Epic,69480,313,14221
0x5f14174a83870412807d2a27171f42fc9ac9499c,#5E,Epic,69120,314,14221
0x4a457277d0b79684ef266bafdef2a0abcd6db991,#3E,Epic,68460,315,14221
0x75816e9ba59b529b1ade0adeac90d89d10b25d62,#3E,Epic,68220,316,14221
0x5a422074395aa15c6ddf0870f596c6ecdb840423,#4E,Epic,67986,317,14221
0x809b8fd9907ed88b46f6deff2bd3311d602f26da,#12E,Epic,67020,318,14221
0x0d27bdf8d8f7db1de067268b9b7fbd3321dc622d,#6E,Epic,66000,319,14221
0x2b25c74362e26cda732ee141073729ec324b7ae1,#1E,Epic,66000,320,14221
0x3d7999b23759741a6c52a46689c7c63ba5ab6a3c,#10E,Epic,64482,321,14221
0xfe447998bf06ffda85904836db31c723ecb04038,#15E,Epic,63948,322,14221
0x4e0e54fc11b1d17a20c6b3927f67bf81569c9db9,#12E,Epic,63540,323,14221
0x023130c2e992cdaeb89bf2b5aa7b09539f1cb2d4,#12E,Epic,63468,324,14221
0x7544b48fa5efd8b165c98e2a0042a0e639ffb3b0,#5E,Epic,63360,325,14221
0xa008708f36d6146d007bab88d430f310c6dbdd71,#12E,Epic,63168,326,14221
0x9657e71e7a667a94a31c509062620338ea91b2c7,#12E,Epic,63168,327,14221
0xebf5ffbfa0e3de2c28e8cf0bc37fa6e52bf96c1e,#12E,Epic,63102,328,14221
0x34d1e6364ad80b4d9e2a81eef86c3abb79d762d8,#1E,Epic,62700,329,14221
0x8afc9947a79a1e9673c4b4712d720e680129cc3b,#4E,Epic,62040,330,14221
0x57ffc7f310878a9c7900b5ac9218d1abe497d326,#15E,Epic,61440,331,14221
0x4f7865f53d6603f16b351cd3182d33e616fbab42,#15E,Epic,60720,332,14221
0xbe57a235d5dc514118434810926bb3792c1bfde5,#9E,Epic,60720,333,14221
0x0717bbed950c81c3525208bb3ecfc842e8a66427,#6E,Epic,60720,334,14221
0x1a61835e78eb153a205d96de63827da1efd694e7,#4E,Epic,60720,335,14221
0x66cbeef8830d28a131706268c5153b83fe49d3fd,#2E,Epic,60720,336,14221
0x070286bfd18b4e04242939145e58d8e98b3314b0,#1E,Epic,60720,337,14221
0x8bec6b9ba708eeed4a50e6c5d3f2757fe1234289,#15E,Epic,60516,338,14221
0x3366f6459826185c699b6d5d62d6f21465e07dcc,#4E,Epic,60240,339,14221
0x77cf6c11b088670989949226756f66651d0e3196,#4E,Epic,60030,340,14221
0xab2928b0293d8b5af5d3df862a987860fa68d897,#5E,Epic,59988,341,14221
0x04d8cb873c408cb8505ca1e36121338dfd97a4b4,#2E,Epic,59520,342,14221
0xb4353f7ef1bee8b06e6abc60f9e307cdc43650e8,#2E,Epic,59520,343,14221
0xf8797124be98e76680effe9a25dfa042deaf2b14,#5E,Epic,58500,344,14221
0x1f4e7c8bb21082ce9b3897f71eabc9ac21836947,#8E,Epic,58320,345,14221
0x38fd593619de6e3443d52ddf28f7258d30ebc4bb,#11E,Epic,58278,346,14221
0x218eab9f35eb25e504c6b36d18566c2fb6b69585,#5E,Epic,57600,347,14221
0x8fa5153f2b37518405eba6b495a6283dee5ebb46,#10E,Epic,57420,348,14221
0x4be8a0ee3e6e7a2a42cc809b914cfac443777019,#2E,Epic,56940,349,14221
0xfb3c10d9b70421fb92c2c6f468bb2afbdf46e37e,#7E,Epic,56850,350,14221
0xfa3b516547827ae4df702d23269b857e6b79189c,#12E,Epic,56814,351,14221
0x397463d0d9020e92c95b6dbb9643035fd42ceea5,#6E,Epic,56460,352,14221
0xe1b3cb25502bf5455ad6c5a0aa4e3be18ff35092,#8E,Epic,56304,353,14221
0x60abcfc04b73f8be2bd7db4a40a9170add6b8370,#14E,Epic,56202,354,14221
0x8ecdda228a2d19b905aa96d63a956e657d17ad98,#12E,Epic,55668,355,14221
0xc14d9768eeb16de9d605f6071c3a62c65cd59cb0,#12E,Epic,55512,356,14221
0x9d6117f9fecbee9e689797439bb344c969bd16ed,#14E,Epic,55440,357,14221
0x51c8394a049305f298e2d5f923efe2a44e5eef61,#3E,Epic,55440,358,14221
0x4d39974760ccad1db2eb787e73ee996670e79c67,#15E,Epic,55440,359,14221
0x62b3324fb7757a96d7b100fda435ae56827dffaf,#5E,Epic,55320,360,14221
0x6df1b0ceb1e0154ce9786275a598a7874b7dc526,#8E,Epic,53628,361,14221
0x6cdd5402dfffd447c0b9094d2cb561e388831c85,#5E,Epic,53400,362,14221
0x1be13d7eb2a7a3c23c41db08031ab462cad40e02,#3E,Epic,53100,363,14221
0xac24782c57685879b3d426d7f4f88930fbde48cc,#8E,Epic,52800,364,14221
0x779bf91921ca4c3aa99bdf32cc6acdf5ebebf817,#7E,Epic,52800,365,14221
0xccf61e48810a5998c69e77be3909eeaea4bbdfcf,#13E,Epic,52800,366,14221
0x1829c80096347eeb8d649ee1e4530d2fd8f823d2,#8E,Epic,52800,367,14221
0x76bad596230c5faf490ecf7f31fcb17c7ebb9b5e,#10E,Epic,52800,368,14221
0x69292c6eb700e5caddbf649db2da2ed006cef051,#12E,Epic,52800,369,14221
0xa67e8781df84fd3ef4561a27a3c6dd4c1e35d1ad,#11E,Epic,52800,370,14221
0x61943ebbf717195a82966e1e619a0febd8c905c3,#14E,Epic,52560,371,14221
0x5cfcaab640363bc6896da33cef13c031b2e1447e,#7E,Epic,52320,372,14221
0x8385637ecf607a2b9e6021819cd5afc8cd95e5f9,#4E,Epic,52176,373,14221
0x69b20d1c3858041c65c3608ff0e2bf81010f9c3c,#8E,Epic,52158,374,14221
0x6d9378e915fd5d8b94e6bd34855c90d88e74fc7c,#3E,Epic,52128,375,14221
0xdff4645237e411d1a6a757f438e297cf2dcf0275,#8E,Epic,51630,376,14221
0x38e17ad485eb8e7864d0903afd8989f73504eab9,#4E,Epic,51420,377,14221
0x1471f49fb4ef20e45a8b59085793612adb7c14ee,#11E,Epic,51372,378,14221
0x287dc19d6ff3efe0828a368a374a97cef981d5c1,#12E,Epic,50940,379,14221
0x2fcc0a50fffafb9cc3a1706b8068bf82674c2dc9,#3E,Epic,50880,380,14221
0xfaeb27d5295ea938526b8322c35e0bd96482489f,#12E,Epic,50880,381,14221
0x142116af55e3245f2f677d702148fd03c085634d,#2E,Epic,50640,382,14221
0x027ecaff2b48504ee9bb84ae690a888179db6236,#2E,Epic,50400,383,14221
0x5b6d49d9a37e27da5b7a5fa5dd2ca548acc2cd4a,#2E,Epic,50220,384,14221
0x552a03128163995771828174645a7a524353ad5b,#9E,Epic,50220,385,14221
0xda0929a26e16526f49183fd20d0d4e32eb1b98aa,#12E,Epic,49992,386,14221
0x80138bcc168730f3dce23834864e0411f229cf8c,#4E,Epic,48918,387,14221
0x2234c03145a62851cf908f51ad25ed6a4cb9d3d9,#1E,Epic,48780,388,14221
0xb37950f10744490038e76a59ecd4928a24c19237,#1E,Epic,48348,389,14221
0x85bd760ce86661c4451ce957a0e3e400f7711676,#4E,Epic,48300,390,14221
0x65ed45ca17894aeae7070bca5c235a39a9c9b265,#2E,Epic,48048,391,14221
0x1c63ddafea7a5dcba669b3cfea6fcbeab005a765,#15E,Epic,47880,392,14221
0x5e093378a8f643c9f1802c9a5d5196db4f327a7f,#15E,Epic,47880,393,14221
0xcb42b5c953479fd8042c3540a0f769d063b5100b,#4E,Epic,47604,394,14221
0x37a728ba013aa442469e67d3b4b00f5630786283,#15E,Epic,47400,395,14221
0xcb77431f8c3c1e269236291d9f48de755068adcd,#9E,Epic,47280,396,14221
0xdc551c0647c6c18a993cf35a9cbcee4fb4367295,#1E,Epic,47160,397,14221
0x3618d860376b9ab06a324c7c82764aaf74cce059,#7E,Epic,45120,398,14221
0xfa3b69b904e9efb0bb3150e1a759e53642254600,#6E,Epic,44970,399,14221
0xb87a0c0733db8c96ac6f9bab64ed342700fed83b,#14E,Epic,44736,400,14221
0xf7a37305c9dce3130cd4e30ca3ee4d724d43eadc,#5E,Epic,44400,401,14221
0xf2478a3d013f28186dc993db37c2b02e6cf74d60,#15E,Epic,43200,402,14221
0x3747f78bc4d547cef439cbdd0ba6c229a8b10a97,#11E,Epic,43200,403,14221
0x4ca77c0f641d6913aa19dec0147ea416290deae3,#3E,Epic,43200,404,14221
0xe26458e3e80d9b81de15beb18daafe03ea58fa2d,#2E,Epic,43200,405,14221
0xc6c962c22d18aa192ed14ebffb17265106c8e6d3,#10E,Epic,43200,406,14221
0xc1b0432aa5dc5d3b883819bcdd67d3e1d09c7adc,#1E,Epic,43200,407,14221
0x328d6905c6f7ba5892a1ec5f31efd54374d3fd6e,#15E,Epic,43200,408,14221
0xc9651d9dec0ff2f1efb95877bc71b8b92a2a96ff,#4E,Epic,43200,409,14221
0x67ab9acf1dbc123a3b7c1af6bd550675d5d8ca1c,#6E,Epic,43200,410,14221
0x093b211f792a06ddfac00d3c3df888ecd19488dd,#5E,Epic,43200,411,14221
0x32016edc4a806453c6bc7add5fd1f68e71e41845,#14E,Epic,43200,412,14221
0xeefe3a0320ca0329987b48ea74f7ffd9d20f2d9d,#8E,Epic,43200,413,14221
0x7b263b5f89117fdba09a2c0b7a3347e3b6a4207b,#13E,Epic,43200,414,14221
0xc58aa7fc038d321050189c59eaa32a6aa607abb6,#12E,Epic,43200,415,14221
0xf52b9952668fdbe0e7486fef37bbfde2c0da9c74,#15E,Epic,43200,416,14221
0xcd512bdeb99ed2b3adee45d76a0e17c10363cefc,#15E,Epic,43200,417,14221
0x4a3f217d71897d9b2c20223a68adde2d0abc899a,#15E,Epic,43200,418,14221
0x5d5e61fb8a2c47e6c61afa833a5397ec32ff24f3,#15E,Epic,43200,419,14221
0x527c13a30730f586e06046ea83e862aeac3619cd,#4E,Epic,43200,420,14221
0x6abc9788278ee14b0219b8ceb4e039653f0903fd,#4E,Epic,43200,421,14221
0x61e4fc7f2d1eb68f92bad05bdd97ccbfff19bcc3,#4E,Epic,43200,422,14221
0x4d5285e44b04cd06fb889b0b67767169c02d75c1,#1E,Epic,43200,423,14221
0x4067f2b65c39f50a0ac072b26c83a1c8ace0b828,#7E,Epic,42900,424,14221
0x555675ca4300847cfbde346393f5fad78642123d,#7E,Epic,41730,425,14221
0x71473743f1a940415ae1c9482a1dd03fd1a26752,#7E,Epic,41730,426,14221
0x0782e16b829bb1ab7d28073ac3adddede6025ab7,#15R,Rare,109440,427,14221
0x5aef7f04ff4ab2d3048a8b07cb7e1cdc0fc2e053,#1R,Rare,92160,428,14221
0xcdf5dc38fc24eaed2af40e41676e26b66104f3c1,#2R,Rare,75732,429,14221
0x00e22b6d705908a1c60bfa0f44616e8f099a612a,#10R,Rare,73704,430,14221
0x25e7601ba5fec254e0834008cf40594edfd08b0f,#7R,Rare,69120,431,14221
0x35fed50668feb87ee9757703f799f9d2aea11746,#15R,Rare,67284,432,14221
0x71b6c730db23459b235e9c1345557cbc445465d5,#2R,Rare,65940,433,14221
0x83948d4d3366b32a7f56be6b705c3ce229a36b79,#13R,Rare,64230,434,14221
0x995c344af010b8ebf62a66cf23f54af27e260fd9,#1R,Rare,62430,435,14221
0xe0d621c88aafdee1527df8bdcb7c5c455e6064f6,#8R,Rare,60114,436,14221
0xdb1f3cd27d06950e180983601ca57dd2534da0cc,#9R,Rare,58608,437,14221
0x22b2215bba4ee47f2c4633645ccc1a20e9d77cf3,#8R,Rare,58320,438,14221
0xabe27ec8010e3ee1a3c83c50dd9adcb3bc96fa03,#13R,Rare,55920,439,14221
0x108720a3214a694ed2cc742ba6d27f038b0a32ca,#3R,Rare,54306,440,14221
0xe2fb9571e96bbd3f6c7a3648e2a42fe586391f20,#1R,Rare,53280,441,14221
0x647817f63d3d4ffa9c509cf701edf532ded4ad47,#1R,Rare,52398,442,14221
0x885a3295f26a4b336ecfd4e1013a20faab28f753,#1R,Rare,52398,443,14221
0xd78c751e0e9a48d3ff6f7c0b49cd4ca7b1285d58,#9R,Rare,50580,444,14221
0x9b63e60493a980aee0e09a4e731b298811cecff3,#5R,Rare,48810,445,14221
0xe953d71baa7032f4ab15003203ac5da877f09c15,#4R,Rare,48810,446,14221
0xf9dff5d16439b7a24419be1484abd50e2c60e620,#13R,Rare,47304,447,14221
0x8ab913a71a9f181c4dfd051a52a9ec91dce41855,#13R,Rare,46830,448,14221
0x439ffd7512babb710fc3ebba865758f85d45f2a2,#1R,Rare,46080,449,14221
0x841df4d5d459cd533d9cadba07e2ba55fdba7d1f,#2R,Rare,45210,450,14221
0x246b9456ee1b9dad581a45fba5728c126e8de7ab,#5R,Rare,40608,451,14221
0xcd6978021a667d56bbe8385d39c179780e268480,#11R,Rare,39876,452,14221
0x12ba2db263aecf36bf4dbe024942b497b5c374b5,#15R,Rare,37680,453,14221
0x62c60b5b70e8e8b317b5373a2f42430a742c0251,#11R,Rare,37326,454,14221
0x44a9f89a67f5fc14761d1bf43a387124dc1beba7,#14R,Rare,37117,455,14221
0x79ce26af56826998a007119347004a4c980cfaf0,#15R,Rare,36996,456,14221
0x99a2de991b77c77f7c7f583a747b113e1755b34c,#7R,Rare,34620,457,14221
0xf800cbf49d55ee3c26fafbadb6c02d57cd79ecb1,#11R,Rare,33318,458,14221
0x04de9a1d7f80ec83f0e8e995035d47cc3a800217,#15R,Rare,30720,459,14221
0x0e766aa411a5721fe6e6ab55d7b78dc890ab79b0,#10R,Rare,30264,460,14221
0xbea8bd8c4bc3f7c5c374712182f2765792393b50,#3R,Rare,29982,461,14221
0x9f68157df941f086806af6497df7d00570438ff0,#12R,Rare,29520,462,14221
0x111c26a02ca4050684d4083d72e2a7c1dcba853f,#11R,Rare,29514,463,14221
0x94a80367e337f984ba715ee49b63af36a8c813c4,#4R,Rare,28248,464,14221
0xd6b456d193c02a19ca2b15e3c8f6c859944b6feb,#7R,Rare,27720,465,14221
0x2f71ccb32d1553b594ae9cc9a0d832defcdd2a3e,#4R,Rare,27720,466,14221
0x2d5e62c8fb5a0f7832f38bec184ceb9caab4aaf5,#1R,Rare,27456,467,14221
0x17d5905ebb59e6247021514d0be69eff6d193ad4,#12R,Rare,27252,468,14221
0x52e34ecbdec57c8e81c86db3021435131481cef2,#4R,Rare,26910,469,14221
0xcac5b0e09b2156cb4d196d70150d43f7c1c5c985,#2R,Rare,26784,470,14221
0x7752e008e8564b68bb9fce19064728736dcbea9c,#12R,Rare,26520,471,14221
0x136ac9a9d59cfb320c8ad17f9fd37b4988c5528e,#14R,Rare,25848,472,14221
0xa9f2f02730cb91fbf975402b05174a9a242ad3f4,#15R,Rare,25380,473,14221
0xeb9cd7ace43c9b0fa29c1271c81edb3ee4a77817,#13R,Rare,24840,474,14221
0x0de2029f471d261df647723b04ebc8848eedbb0c,#15R,Rare,24840,475,14221
0x3bac8ab5d442615f799d11ee84f6caa4bb1c753c,#4R,Rare,24840,476,14221
0x2fc67647202a1a48f807ecd0c74e539ba5f6d8fd,#3R,Rare,24840,477,14221
0xe70cb43b0ce0a5247e8f13a4e263c5dcf1b9ee1b,#14R,Rare,24840,478,14221
0x3aaed4fa57aababeffde758628bbfd299df2e31e,#1R,Rare,24840,479,14221
0xc70af8f1dc93e2ab5bb96d213830300de82df9a7,#2R,Rare,24840,480,14221
0x8749ea93ed585a00ed579f48e80ea3723d843862,#5R,Rare,24840,481,14221
0xe0edb1b5a3d72e5a665a3d171f264f1c84ddd2ef,#9R,Rare,24840,482,14221
0xb677823383e6126ead7a201068893a7502fdb46c,#11R,Rare,24840,483,14221
0x6cc78bf787fd3199d1950d1af9af1801524dfe0a,#14R,Rare,24444,484,14221
0xf54ad07b2cc4cd3c31017128d2b2b9c78e168f93,#12R,Rare,24180,485,14221
0x8436185b9ac8cc07d399d2072f471859fcd208c9,#10R,Rare,23760,486,14221
0xa9d333f8db25d8d645e1a1757fad87dfe89df39a,#13R,Rare,23760,487,14221
0xcdf7a184d1f400fb96c132749b3cfe3bfe1c5fc2,#6R,Rare,23760,488,14221
0x3325ebec2f49ca72365a6ca0145eca0cd0ee72b8,#5R,Rare,23760,489,14221
0x8bda00d9e9c58591db650bf915302c03c997d2e5,#8R,Rare,23742,490,14221
0xe74537da2be1a29b42a6805e0eb8cfc00b341df5,#1R,Rare,23640,491,14221
0x4199c9e9ec2c1a3b49720035a9357e4856568674,#1R,Rare,23610,492,14221
0xe65f1a90c73796f1632e879d3406172386efce48,#8R,Rare,23586,493,14221
0x12da4cedd0e86c7b3fa3b8ea9997e62bca1f25f9,#8R,Rare,23400,494,14221
0xf6e50d8a8832c563bfbe0051570f56bee25e1ed0,#8R,Rare,23400,495,14221
0xc64ff0e3e32660edb5e26447cf6ae5d09e7fb0e9,#10R,Rare,23400,496,14221
0x54b74c617eb42fa4e78799c22742e70b8d137cf2,#15R,Rare,23400,497,14221
0x93de692b440d51d5cdf21275c83e672ebf1cc0ae,#10R,Rare,23040,498,14221
0x374612096f04e6b853b946fbeceb8c7ccf3fa052,#10R,Rare,23040,499,14221
0x024ee903b6799321ae752e9696ceb09ed9b0d83b,#5R,Rare,23040,500,14221
0x4277c5b2fe839ff472af9f0d976823268549a5fc,#14R,Rare,23040,501,14221
0xf8faaf04e750b1562feabc5c8bf7fa97fdd876b3,#13R,Rare,23040,502,14221
0x5c90140572dcd53f255d79cec36e559051fabeeb,#9R,Rare,23040,503,14221
0xe16f6755f3e70d8e1b1bdb1c17da0812b84de4d5,#10R,Rare,23040,504,14221
0x9ff3a185bbdd04c3ebeea11c934fdd129fa4fcb9,#14R,Rare,23040,505,14221
0xdf006f3c1fc02134494a8d72d47d4895dc7848c8,#9R,Rare,23040,506,14221
0x023d326863264aea72b23eeaa3606a44bc7c4e61,#13R,Rare,23040,507,14221
0x8187139cb22a2b39c78e6d713b1548464993dbfa,#5R,Rare,23040,508,14221
0x74b55ab30ed38c688521e42fd6f5ed0d99fd8934,#14R,Rare,23040,509,14221
0x2394a7464e0d15c4c45c0cdbe3956ac48add3a1e,#6R,Rare,23040,510,14221
0x2401fa4ed359965d6205f87ab724c0b9668066eb,#3R,Rare,23040,511,14221
0x04bcc2920ccc0c0770f11ca5cde56511f89186b6,#12R,Rare,23040,512,14221
0x9b1ea63a174398abea356bdbb70283ff42f529df,#6R,Rare,23040,513,14221
0xb72e7a98f394d4c4cf9e19c8b942ce54830156e1,#3R,Rare,23040,514,14221
0xe59d4dd9d22bb0658d1b598754ffd06ae39305b0,#7R,Rare,23040,515,14221
0x78590a9506e26a4da9d7233f9e1adc53908893d3,#7R,Rare,23040,516,14221
0xc2464952ac5222ebd80d583f79a63a572a834c2b,#3R,Rare,21060,517,14221
0xbc3c68d1add3df3a9a89828ecbcbc2318ff4b065,#6R,Rare,21024,518,14221
0x16e583a4cb68c3e23424a457b93b0bb9595b7253,#10R,Rare,21000,519,14221
0xdead3ee2c829b39fbef0de023bebed0406cbb24c,#8R,Rare,20700,520,14221
0xd8da58bf8a80178442b918dc2989663f3cf35f53,#12R,Rare,20616,521,14221
0xca21b83e8d976eb31646f1d3683830b92435093d,#15R,Rare,19800,522,14221
0xf15369ab8ea022df2deab7ecb2a0b7cf70529263,#6R,Rare,19566,523,14221
0x457ee09ed0c2cb4fe5eac592d6950f762d0877a7,#10R,Rare,19260,524,14221
0x63d6233230bf101f620e8eb35951dbe22e11b8c5,#10R,Rare,19206,525,14221
0x18941d9264ba2333cbc2c348354cb3812a1e2638,#9R,Rare,19200,526,14221
0x5a595d36b5f63f37195ad0d1b245e126efcd6b76,#6R,Rare,19200,527,14221
0x6f466a1d8c43cff908c51e26092efb28f6647f57,#13R,Rare,19200,528,14221
0x15a17966bf0de9d796448ff63a671fa0c9eec931,#12R,Rare,19200,529,14221
0xd5abe0acfce2c52b7f57f4edbca68c5235e4b3f9,#3R,Rare,19200,530,14221
0xf87b4797ca1108d61b1b80d77a6a03ae2a32a889,#15R,Rare,19176,531,14221
0x86486335295f0df2e4f1c93fa3cc352c5ea2340a,#5R,Rare,19164,532,14221
0x857e72fbf579aa99e981e4cec3c7f291298fe875,#13R,Rare,19080,533,14221
0xc10b786a31f8a1c16843d5f9374030dd03d1c8fb,#9R,Rare,19080,534,14221
0xc89fddac60f05d9bfda8ae4aca60b6dc28ce961f,#7R,Rare,19080,535,14221
0x6b2c1c4bfeb82af2fb3e62d1d71247fc254e9a3f,#4R,Rare,18906,536,14221
0x3ccdbfb1a8125d52e17810b351560613c6dca3bf,#8R,Rare,18720,537,14221
0x01bab6c667c3cd3ddf1af1eea03f12094a4e5b47,#8R,Rare,18720,538,14221
0x5890452ab838c35919f6c53099cc55423d887beb,#14R,Rare,18252,539,14221
0x1de42d2d17615c837e8c8215f40fbc09812919cb,#2R,Rare,18000,540,14221
0x7e57921a548b04109f05ee213276fe3df3ade1cc,#13R,Rare,17760,541,14221
0x625ef2ca6710ed3b230b5652d852f9e027fb7d8b,#12R,Rare,17520,542,14221
0xe9d359bd589dca924e74623a9a1bdfe076a3ab35,#15R,Rare,17478,543,14221
0x3b41e5f8e7473e1cfd78f94e9d9b8165d07e6946,#13R,Rare,17460,544,14221
0x71bb156259820c5d2cd00b67f1eaaaa0db0cbc05,#14R,Rare,17412,545,14221
0xc23c826585de6f9d103acd432bab6543ed9a9b79,#10R,Rare,17280,546,14221
0x33f0ccf2a94e53a1502e720cc96d8051718d0486,#9R,Rare,17280,547,9681
0xa0d39f5d5178435288bccba2909ce3fceb60dcae,#8R,Rare,17280,548,9681
0x8c1e9b173cfc8199f561e0eaa02f764808f10bde,#12R,Rare,17280,549,9681
0x68bef03d09c8b710f5d973999b9ac83578475aa9,#15R,Rare,17280,550,9681
0x99108a2f8feb2ca581c1be8554fe75bcfb10aa89,#3R,Rare,17280,551,9681
0xc9bcfb3018a36b09706277221e2fb99a15facc4c,#14R,Rare,17280,552,9681
0xb06990bf8751d8b0a8fffed3c5bd6ebe0db7796f,#8R,Rare,17280,553,9681
0x14f54746a8db32b23f9c90657bab0aa0fa606740,#9R,Rare,17280,554,9681
0xf35f2a6f0e38ba24b124a909adfba25e0a2f807a,#6R,Rare,17280,555,9681
0x3eaf9fe1665f228569fc60ba4962d3003bcf240c,#15R,Rare,17280,556,9681
0x89e01a1f079221bda78d93dcee1cb9cacfe3499f,#14R,Rare,17280,557,9681
0x706d53a4f8ceaea487f2b0cbee1707979e2a1772,#11R,Rare,17280,558,9681
0x952a08e346f64055af251f486ecd11c6308b81ab,#2R,Rare,17280,559,9681
0xb2db1a141f8d3fb88e26742f3bab5db7079b0aa2,#1R,Rare,17280,560,9681
0x92672e896b3eff00f63a3386dceba7ad167c91a4,#1R,Rare,17280,561,9681
0xac61499f0b8659a2abd93d703b4c5f07750be3da,#1R,Rare,17280,562,9681
0xe6a4c437d4ed5e8dfccedde6afd4792fc3e76d30,#13R,Rare,17280,563,9681
0x6f0d30ee2bc8d381eefc23d5149fc9eee268321b,#12R,Rare,17280,564,9681
0xc62f3b416bdfd373c5c7e4791c8c51d190796ec0,#6R,Rare,17280,565,9681
0x1483b0ddeb5a0299c71d30d5c907cf6261dde049,#15R,Rare,16920,566,9681
0xf191dd202e9e5fba507039ebcce9a0d2d37808f4,#11R,Rare,16464,567,9681
0x9f4152409c6544fd4705b1aae559f98f27232322,#9R,Rare,16344,568,9681
0x551545c6aa92cd6ed0e2fe9487008ac2bd91056a,#2R,Rare,16332,569,9681
0xc8ddf36ff77089220ef6ea161986515646a9ce97,#8R,Rare,16320,570,9681
0xc316d23fb87a2078df4e39b02f7294f6b984984d,#12R,Rare,16200,571,9681
0x4ff18838cfc20edc56c968976697bc52b7def53b,#6R,Rare,16200,572,9681
0xf8724d65dabd7aac671bbe432557eb5b10c1686b,#5R,Rare,15960,573,9681
0xdf5e2f000e6281196505026809862f9014d8a359,#11R,Rare,15960,574,9681
0x4d91247ee756e77f815fea9de8df41114e23b5f4,#6R,Rare,15912,575,9681
0x7bbea9c18cd0541acab8c19da2b11d0c03faef1c,#2R,Rare,15840,576,9681
0x33c52ecbbdf64276983466f76261cea1159dcf4d,#12R,Rare,15840,577,9681
0xe84fab2374f8e3b708a6b7e3c149130fe991ec69,#10R,Rare,15840,578,9681
0xd8b4a30cf29a79a8d6b08788a3fb32bdad29d5f1,#14R,Rare,15840,579,9681
0xaf726b21498f91f79865f39da01539cba30ccbb5,#1R,Rare,15840,580,9681
0xdd387455c522b5c36577db54b581a73299d29843,#12R,Rare,15840,581,9681
0x95fe2ef41bbdcc08b3587c1ce666347fe3c3a22a,#2R,Rare,15840,582,9681
0xa673aa07d77f31cb9433bee5ebe1c04faeea7b36,#10R,Rare,15840,583,9681
0x52f52416cb86de6b8ad926e1b4d294669d7e0650,#11R,Rare,15840,584,9681
0xced392b0192472eb00e99f28686e18952fb18018,#12R,Rare,15840,585,9681
0x04d11ba6b55828d25380079c8c06bf634aa3473a,#1R,Rare,15840,586,9681
0x6d93742a3ac2d88bf19a051b206f867f4af96d9a,#15R,Rare,15840,587,9681
0xd901591321f0e55f24ac999ba2fbc5e224c65ef6,#14R,Rare,15834,588,9681
0x08b87b6b5c8aeb0caca6cde752a5bd01624ec2c6,#9R,Rare,15810,589,9681
0x2473ad07810c6f56309d26d17c4c14ab0ad73d17,#6R,Rare,15600,590,9681
0x0fa6a4709862e0de33e32c107c5242a80a41cbba,#11R,Rare,15582,591,9681
0xe7287740cbc9e9f1c0aae4517b4eab0416bc0d67,#11R,Rare,15372,592,9681
0x566ccfbf238b5f1a88a83545fed331b23d74312d,#14R,Rare,15360,593,9681
0xe0afa2b61b0f599fbcc727af664aa0ed15b6c615,#14R,Rare,15324,594,9681
0x0e47551530d7989ba5ad124ba3dc02bdcb3bdcd0,#8R,Rare,14400,595,9681
0xff207b04af97791480d9d53098c046b56df26dd5,#5R,Rare,14400,596,9681
0xcbae3ab226efcab0a58ab88a11c35a05d374c762,#3R,Rare,14400,597,9681
0x6dfceac368a6a2585792ac441a4ba610b9dd2bde,#3R,Rare,14400,598,9681
0xcce6d0b6e379c523e950c4ebe9790c32fb4d12a5,#3R,Rare,14310,599,9681
0xfa2a6e0da611e387721e7460e7bc573b712dfc2a,#10R,Rare,14280,600,9681
0x04639819b5291accd257a6666733c80012f1b12b,#7R,Rare,14226,601,9681
0x05b473c11db5549d4898bc6fed12ccb47e36528b,#11R,Rare,14004,602,9681
0x8db07daa68d0efb2d8522314501a47fc58c41443,#12R,Rare,13824,603,9681
0xa045b49f8d52d70ae64395505f713b1da5eb1fd0,#5R,Rare,13752,604,9681
0x6c9029b860bc9c12e064b7c1297b410140dfbc3a,#13R,Rare,13560,605,9681
0xeab889ff11fd64e742a43c4a2a94a90a397fd978,#5R,Rare,13440,606,9681
0xbab250ff9415674cae83e5e774da381f110eb72b,#12R,Rare,13380,607,9681
0x6badc4f57fde31beb5eee0ca43d60d82514c54a1,#12R,Rare,13200,608,9681
0xbf0a954d1a9d24f11d22448874b2449ded755184,#14R,Rare,13158,609,9681
0x41c6f24b32dbe66235377657cea6c4547f1ccfdc,#7R,Rare,13140,610,9681
